"Region","rsu_raf","nombre","glosa","fono","Socios","Socias","FechaConstitucion","Column1","NombreOficina","Empresa","total","tramo","tipo","anio","Mes","Dia","antiguedad","decada","codigo_region"
"Valparaíso",5060085,"SINDICATO DE TRABAJADORES Nº1 DE LA EMPRESA OXIQUIM S.A.","ACTIVO","2468357",167,71,1966-11-21,NA,"ICT VIÑA DEL MAR",": 80326500-3 OXIQUIM S.A.",238,"Más de 200","Empresa",1966,11,21,55,"Entre 1961 a 1970","05"
"Valparaíso",5060099,"SINDICATO DE TRABAJADORES DE EMPRESA PANAMERICANA HOTELES S.A.","ACTIVO","882016/682000",13,11,1964-02-13,"551001 ACTIVIDADES DE HOTELES","ICT VIÑA DEL MAR",": 96914990-7 PANAMERICANA HOTELES S.A.",24,"40 o menos","Empresa",1964,2,13,58,"Entre 1961 a 1970","05"
"Valparaíso",5060109,"SINDICATO DE TRABAJADORES Nº 1,CODELCO CHILE, DIVISION VENTANAS","ACTIVO","2796339",274,34,1979-09-03,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","ICT VIÑA DEL MAR",": 61704000-K CODELCO",308,"Más de 200","Empresa",1979,9,3,42,"Entre 1971 a 1980","05"
"Valparaíso",5060121,"SINDICATO DE EMPRESA DE LOS TRABAJADORES DEL HOSPITAL DE NINOS Y CUNAS DE VINA DEL MAR","ACTIVO","2385091",9,59,1984-03-07,"861020 ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS","ICT VIÑA DEL MAR",": 82031900-1 HOSPITAL DE NIÑOS Y CUNAS DE VIÑA DEL MAR",68,"Entre 51 y 100","Empresa",1984,3,7,38,"Entre 1981 a 1990","05"
"Valparaíso",5060137,"SINDICATO DE EMPRESA DE PROFESIONALES Y SUPERVISORES DE COMPAÑIA NACIONAL DE FUERZA ELECTRICA S.A.","ACTIVO",NA,8,0,1986-10-03,"351030 DISTRIBUCIÓN DE ENERGÍA ELÉCTRICA","ICT VIÑA DEL MAR",": 91143000-2 COMPAÑIA NACIONAL DE FUERZA ELECTRICA S. A.",8,"40 o menos","Empresa",1986,10,3,35,"Entre 1981 a 1990","05"
"Valparaíso",5060140,"SINDICATO DE EMPRESA DEL INSTITUTO DE SEGURIDAD DEL TRABAJO DE PROFESIONALES","ACTIVO","2262138",188,311,1987-01-07,"861020 ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS","ICT VIÑA DEL MAR",": 70015580-3 INSTITUTO E SEGURIDAD DEL TRABAJO",499,"Más de 200","Empresa",1987,1,7,35,"Entre 1981 a 1990","05"
"Valparaíso",5060162,"SINDICATO DE TRABAJADORES COLEGIO SAGRADOS CORAZONES PADRES FRANCESES","ACTIVO","976390",39,89,1989-08-23,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 71631800-1 FUNDACION EDUCACIONAL COLEGIO DE LOS SS.CC. VALPARAISO - VIÑA DEL MAR",128,"Entre 101 y 200","Empresa",1989,8,23,32,"Entre 1981 a 1990","05"
"Valparaíso",5060168,"SINDICATO DE EMPRESA COLEGIO ALIANZA FRANCESA DE VALPARAISO","ACTIVO","2-838090",31,60,1989-10-11,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 72301000-4 CORPORACION EDUCACIONAL FRANCESA DE VALPARAISO",91,"Entre 51 y 100","Empresa",1989,10,11,32,"Entre 1981 a 1990","05"
"Valparaíso",5060174,"SINDICATO DE EMPRESA DE PROFESIONALES DE ENAP REFINERIAS S.A. ACONCAGUA","ACTIVO","2650207",60,12,1990-04-04,"192000 FABRICACIÓN DE PRODUCTOS DE LA REFINACIÓN DEL PETRÓLEO","ICT VIÑA DEL MAR",": 87770100-K REFINERIA DE PETROLEO CONCON SA",72,"Entre 51 y 100","Empresa",1990,4,4,32,"Entre 1981 a 1990","05"
"Valparaíso",5060180,"SINDICATO DE EMPRESA SEGEQUINTA LTDA.","ACTIVO","2384480",57,123,1990-05-22,"471990 OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS N.C.P.","ICT VIÑA DEL MAR",": 79731890-6 SEGEQUINTA LIMITADA",180,"Entre 101 y 200","Empresa",1990,5,22,31,"Entre 1981 a 1990","05"
"Valparaíso",5060182,"SINDICATO TRABAJADORES EMPRESA ADMINISTRADORA PARQUE DEL MAR S.A. Nº1","ACTIVO","872692",16,0,1990-06-08,"960320 SERVICIOS DE CEMENTERIOS","ICT VIÑA DEL MAR",": 96532660-K ADMINISTRADORA PARQUE DEL MAR S.A.",16,"40 o menos","Empresa",1990,6,8,31,"Entre 1981 a 1990","05"
"Valparaíso",5060192,"SINDICATO DE EMPRESA CORPORACION NACIONAL FORESTAL, ESTABLECIMIENTO V REGION Nº 1.","ACTIVO",NA,75,26,1990-07-13,NA,"ICT VIÑA DEL MAR",": 4878127-6 CORPORACION FORESTAL NACIONAL",101,"Entre 101 y 200","Empresa",1990,7,13,31,"Entre 1981 a 1990","05"
"Valparaíso",5060196,"SINDICATO EMPRESA LICEO SANTA TERESA DE LOS ANDES","ACTIVO","2646703",15,22,1990-07-27,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","ICT VIÑA DEL MAR",": 71637200-6 OFICIO DIOCESANO DE EDUCACION CATOLICA",37,"40 o menos","Empresa",1990,7,27,31,"Entre 1981 a 1990","05"
"Valparaíso",5060201,"SINDICATO DE EMPRESA DEL LICEO PARROQUIAL SAN ANTONIO DE VINA DEL MAR","ACTIVO","2973835",33,69,1990-10-04,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 81631500-K LICEO PARROQUIAL SAN ANTONIO",102,"Entre 101 y 200","Empresa",1990,10,4,31,"Entre 1981 a 1990","05"
"Valparaíso",5080101,"SINDICATO DE TRABAJADORES EMPRESA FAYMEX SPA","ACTIVO","2913003-2920652",27,1,1991-06-06,"0 ACTIVIDADES NO ESPECIFICADAS","IPT MARGA MARGA",": 76536742-5 SERVICIOS INDUSTRIALES ESPECIALIZADOS SPA: 96538260-7 BETTOLI S.A.",28,"40 o menos","Empresa",1991,6,6,30,"Entre 1991 a 2000","05"
"Valparaíso",5060233,"SINDICATO DE EMPRESA DE ESTABLECIMIENTO , LICEO JOSE CORTES BROWN DE VIÑA DEL MAR DE LA FUNDACION OFICIO DIOCESANO DE EDUCACION CATOLICA","ACTIVO","663893",19,41,1991-07-04,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 71637200-6 OFICIO DIOCESANO DE EDUCACION CATOLICA",60,"Entre 51 y 100","Empresa",1991,7,4,30,"Entre 1991 a 2000","05"
"Valparaíso",5060237,"SINDICATO DE EMPRESA DE TRABAJADORES DOCENTES, PARADOCENTES, ADMINISTRATIVOS Y AUXILIARES DEL LICEO NUESTRA SENORA DE LA PAZ","ACTIVO",NA,10,44,1991-08-05,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 65992070-0 FUNDACION EDUCACIONAL NUESTRA SEÑORA DE LA PAZ",54,"Entre 51 y 100","Empresa",1991,8,5,30,"Entre 1991 a 2000","05"
"Valparaíso",5060255,"SINDICATO TRABAJADORES EMPRESA COLEGIO SAN IGNACIO SOCIEDAD LTDA.","ACTIVO",NA,24,53,1991-12-23,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 65142542-5 FUNDACION COLEGIO SAN IGNACIO VINA DEL MAR: 84924400-0 COLEGIO SAN IGNACIO SOCIEDAD LIMITADA",77,"Entre 51 y 100","Empresa",1991,12,23,30,"Entre 1991 a 2000","05"
"Valparaíso",5060259,"SINDICATO DE EMPRESA DE TRABAJADORES DE LA FUNDACION CORPORACION ""THE MACKAY SCHOOL""","ACTIVO",NA,60,68,1992-04-23,NA,"ICT VIÑA DEL MAR",": 71299600-5 FUNDACION CORPORACIÓN THE MACKAY SCHOOL",128,"Entre 101 y 200","Empresa",1992,4,23,30,"Entre 1991 a 2000","05"
"Valparaíso",5060263,"SINDICATO DE EMPRESA DE SERVICIOS Y TRABAJADORES DEL ESTABLECIMIENTO CEMENTERIO SANTA INES","ACTIVO","2689464",28,2,1992-08-26,"960320 SERVICIOS DE CEMENTERIOS","ICT VIÑA DEL MAR",": 70872300-2 CORPORACION MUNICIPAL VIÑA DEL MAR PARA EL DESARROLLO SOCIAL",30,"40 o menos","Empresa",1992,8,26,29,"Entre 1991 a 2000","05"
"Valparaíso",5060267,"SINDICATO DE TURNOS ENAP REFINERIA S.A.","ACTIVO","2650253",111,1,1992-11-24,"61000 EXTRACCIÓN DE PETRÓLEO CRUDO","ICT VIÑA DEL MAR",": 87756500-9 ENAP REFINERIAS S.A.",112,"Entre 101 y 200","Empresa",1992,11,24,29,"Entre 1991 a 2000","05"
"Valparaíso",5060278,"SINDICATO DE EMPRESA ST. PAUL`S SCHOOL SOCIEDAD LIMITADA","ACTIVO",NA,38,55,1993-07-09,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 85937800-5 SAINT PAUL S SCHOOL SOC. LTDA.",93,"Entre 51 y 100","Empresa",1993,7,9,28,"Entre 1991 a 2000","05"
"Valparaíso",5060281,"SINDICATO TRABAJADORES EMPRESA DE LA CORPORACION DOCENTE SAINT DOMINIC","ACTIVO",NA,46,80,1993-09-01,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 70018570-2 CORPORACION DOCENTE SAINT DOMINIC",126,"Entre 101 y 200","Empresa",1993,9,1,28,"Entre 1991 a 2000","05"
"Valparaíso",5060285,"SINDICATO TRABAJADORES EMPRESA Nº 1 CORPORACION COLEGIO ALEMAN DE VALPARAISO","ACTIVO","670141",22,8,1993-11-10,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 70016110-2 CORPORACION COLEGIO ALEMAN DE VALPARAISO",30,"40 o menos","Empresa",1993,11,10,28,"Entre 1991 a 2000","05"
"Valparaíso",5060286,"SINDICATO de EMPRESA PUERTO VENTANAS S.A. nº 1","ACTIVO",NA,92,8,1994-02-18,"942000 ACTIVIDADES DE SINDICATOS","ICT VIÑA DEL MAR",": 96602640-5 PUERTO VENTANAS S.A.",100,"Entre 51 y 100","Empresa",1994,2,18,28,"Entre 1991 a 2000","05"
"Valparaíso",5060290,"SINDICATO EMPRESA COLEGIO PATMOS SOC.LTDA.","ACTIVO",NA,14,30,1994-03-19,"850022 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PRIVADA","ICT VIÑA DEL MAR",": 81548500-9 COLEGIO PATMOS LTDA.",44,"Entre 41 y 50","Empresa",1994,3,19,28,"Entre 1991 a 2000","05"
"Valparaíso",5060309,"SINDICATO DE TRABAJADORES DE LA EMPRESA GASMAR S.A.","ACTIVO","2828376",37,5,1995-05-27,"62000 EXTRACCIÓN DE GAS NATURAL","ICT VIÑA DEL MAR",": 96636520-K GASMAR S.A.",42,"Entre 41 y 50","Empresa",1995,5,27,26,"Entre 1991 a 2000","05"
"Valparaíso",5060327,"SINDICATO DE EMPRESA TRABAJADORES DE EDUCACION DE LA CORPORACION MUNICIPAL DE VIÑA DEL MAR PARA EL DESARROLLO SOCIAL","ACTIVO","323278235",291,719,1996-08-07,"850012 ENSEÑANZA PRIMARIA, SECUNDARIA CIENTÍFICO HUMANISTA Y TÉCNICO PROFESIONAL PÚBLICA","ICT VIÑA DEL MAR",": 70872300-2 CORPORACION MUNICIPAL VIÑA DEL MAR PARA EL DESARROLLO SOCIAL",1010,"Más de 200","Empresa",1996,8,7,25,"Entre 1991 a 2000","05"
"Valparaíso",5060329,"SINDICATO DE EMPRESA DE TRABAJADORES COPEC S.A.","ACTIVO","2206600",74,28,1996-09-10,NA,"ICT VIÑA DEL MAR",": 90690000-9 EMPRESAS COPEC S.A.: 99520000-7 COMPAÑÍA DE PETROLEOS DE CHILE COPEC S.A.",102,"Entre 101 y 200","Empresa",1996,9,10,25,"Entre 1991 a 2000","05"
"Valparaíso",5080306,"SINDICATO DE EMPRESA Nº 3 BRINK""S CHILE S.A. SUCURSAL VIÑA DEL MAR","ACTIVO",NA,65,3,1996-12-19,NA,"IPT MARGA MARGA",": 86431800-2 BRINKS S.A.",68,"Entre 51 y 100","Empresa",1996,12,19,25,"Entre 1991 a 2000","05"
"Valparaíso",5060341,"SINDICATO DE EMPRESA PUERTO VENTANAS Nº 2","ACTIVO",NA,94,2,1997-04-03,NA,"ICT VIÑA DEL MAR",": 96602640-5 PUERTO VENTANAS S.A.",96,"Entre 51 y 100","Empresa",1997,4,3,25,"Entre 1991 a 2000","05"
"Valparaíso",5060346,"SINDICATO DE EMPRESA CLINICA REÑACA S.A.","ACTIVO",NA,100,131,1900-01-03,"861020 ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS","ICT VIÑA DEL MAR",": 79576810-6 CLINICA REÑACA S..A.",231,"Más de 200","Empresa",1900,1,3,122,"Antes de 1900","05"
"Valparaíso",5060378,"SINDICATO DE EMPRESA IGNACIO VIDAL BARRAZA","ACTIVO",NA,60,2,1999-01-14,"439000 OTRAS ACTIVIDADES ESPECIALIZADAS DE CONSTRUCCIÓN","ICT VIÑA DEL MAR",": 6461397-9 VIDAL BARRAZA IGNACIO",62,"Entre 51 y 100","Empresa",1999,1,14,23,"Entre 1991 a 2000","05"
"Valparaíso",5060383,"SINDICATO DE EMPRESA COSEMAR S.A.","ACTIVO",NA,134,48,1999-04-12,"381100 RECOGIDA DE DESECHOS NO PELIGROSOS","ICT VIÑA DEL MAR",": 96827370-1 COSEMAR S.A.",182,"Entre 101 y 200","Empresa",1999,4,12,23,"Entre 1991 a 2000","05"
"Valparaíso",5070011,"SINDICATO DE EMPRESA Nº 2 MINERA LAS CENIZAS S,A.","ACTIVO","56997684184",33,2,1971-03-26,NA,"IPT PETORCA (LA LIGUA)",": 79963260-8 MINERA LAS CENIZAS S.A.",35,"40 o menos","Empresa",1971,3,26,51,"Entre 1971 a 1980","05"
"Valparaíso",5070020,"SINDICATO DE EMPRESA Nº 3 MINERA LAS CENIZAS S.A.","ACTIVO","56942046018",32,4,1984-05-03,NA,"IPT PETORCA (LA LIGUA)",": 79963260-8 MINERA LAS CENIZAS S.A.",36,"40 o menos","Empresa",1984,5,3,38,"Entre 1981 a 1990","05"
"Valparaíso",5070021,"SINDICATO DE EMPRESA Nº 1 DE LA COMPAÑIA MINERA CERRO NEGRO S.A.","ACTIVO",NA,87,3,1984-09-13,NA,"IPT PETORCA (LA LIGUA)",": 91614000-2 CIA MINER CERRO NEGRO S.A.",90,"Entre 51 y 100","Empresa",1984,9,13,37,"Entre 1981 a 1990","05"
"Valparaíso",5070022,"SINDICATO DE EMPRESA Nº 1 MINERA LAS CENIZAS S.A.","ACTIVO",NA,25,1,1986-03-13,NA,"IPT PETORCA (LA LIGUA)",": 79963260-8 MINERA LAS CENIZAS S.A.",26,"40 o menos","Empresa",1986,3,13,36,"Entre 1981 a 1990","05"
"Valparaíso",5070025,"SINDICATO DE EMPRESA Nº 4 MINERA LAS CENIZAS S.A.","ACTIVO",NA,38,3,1987-03-31,"71000 EXTRACCIÓN DE MINERALES DE HIERRO","IPT PETORCA (LA LIGUA)",": 79963260-8 MINERA LAS CENIZAS S.A.",41,"Entre 41 y 50","Empresa",1987,3,31,35,"Entre 1981 a 1990","05"
"Valparaíso",5070031,"SINDICATO DE TRABAJADORES Nº 1 DE EMPRESA MOLINERA CABILDO S.A.","ACTIVO","56332761026",17,2,1988-07-03,NA,"IPT PETORCA (LA LIGUA)",": 96503680-6 MOLINERA CABILDO S.A.",19,"40 o menos","Empresa",1988,7,3,33,"Entre 1981 a 1990","05"
"Valparaíso",5070071,"SINDICATO DE TRABAJADORES Nº 2 DE LA EMPRESA NACIONAL DE MINERIA","ACTIVO","761040",12,2,1984-05-16,NA,"IPT PETORCA (LA LIGUA)",": 61703000-4 ENAMI",14,"40 o menos","Empresa",1984,5,16,37,"Entre 1981 a 1990","05"
"Valparaíso",5080038,"SINDICATO DE TRABAJADORES DOCENTES,PARADOCENTES, ADMINISTRATIVOS Y AUXILIARES DEL LICEO JUAN XXIII DE EL BELLOTO","ACTIVO","942895",11,44,1985-12-06,NA,"IPT MARGA MARGA",": 70791000-3 LICEO PARTICULAR JUAN XXIII: 71637200-6 OFICIO DIOCESANO DE EDUCACION CATOLICA",55,"Entre 51 y 100","Empresa",1985,12,6,36,"Entre 1981 a 1990","05"
"Valparaíso",5080039,"SINDICATO DE EMPRESA DE TRABAJADORES NO DOCENTES DE LA CORPORACION MUNICIPAL DE EDUCACION, CULTURA Y ATENCION AL MENOR DE QUILPUE","ACTIVO","910462",101,265,1985-12-20,NA,"IPT MARGA MARGA",": 70878900-3 CORPORACION MUNICIPAL DE QUILPUE",366,"Más de 200","Empresa",1985,12,20,36,"Entre 1981 a 1990","05"
"Valparaíso",5080044,"SINDICATO DE TRABAJADORES EMPRESA CLINICA LOS CARRERA","ACTIVO","911425",34,150,1987-03-02,"861010 ACTIVIDADES DE HOSPITALES Y CLÍNICAS PÚBLICAS","IPT MARGA MARGA",": 96600850-4 SERVISALUD S.A.",184,"Entre 101 y 200","Empresa",1987,3,2,35,"Entre 1981 a 1990","05"
"Valparaíso",5080048,"SINDICATO DE LA EMPRESA DE TRABAJADORES DE DECORACIONES DECOMURAL S.A.","ACTIVO","955475",20,10,1987-08-14,NA,"IPT MARGA MARGA",": 93196000-8 DECORACIONES DECOMURAL S.A.",30,"40 o menos","Empresa",1987,8,14,34,"Entre 1981 a 1990","05"
"Valparaíso",5080061,"""SITEVA"" (SINDICATO TRABAJADORES DE LA EDUCACION VILLA ALEMANA)","ACTIVO","952487",39,144,1990-08-24,NA,"IPT MARGA MARGA",": 70983600-5 CORPORACION MUNICIPAL PARA EL DESARROLLO SOCIAL VILLA ALEMANA",183,"Entre 101 y 200","Empresa",1990,8,24,31,"Entre 1981 a 1990","05"
"Valparaíso",5080062,"SINDICATO DE TRABAJADORES DE EMPRESA COLEGIO COEDUCACIONAL PARTICULAR DE QUILPUE","ACTIVO","910078",5,10,1991-02-26,NA,"IPT MARGA MARGA",": 84886600-8 COLEGIO COEDUCACIONAL QUILPUE",15,"40 o menos","Empresa",1991,2,26,31,"Entre 1991 a 2000","05"
"Valparaíso",5080075,"SINDICATO DE EMPRESA CORPORACION MUNICIPAL PARA EL DESARROLLO SOCIAL DE VILLA ALEMANA, ESTABLECIMIENTO ESTAMENTOS DE ADMINISTRACION CENTRAL","ACTIVO","951359",14,18,1992-07-23,NA,"IPT MARGA MARGA",": 70983600-5 CORPORACION MUNICIPAL PARA EL DESARROLLO SOCIAL VILLA ALEMANA",32,"40 o menos","Empresa",1992,7,23,29,"Entre 1991 a 2000","05"
"Valparaíso",5080086,"SINDICATO DE EMPRESA DE LA FUNDACION DE BENEFICENCIA HOGAR DE CRISTO, FILIAL VALPARAISO","ACTIVO","662539",9,45,1995-05-05,NA,"IPT MARGA MARGA",": 81496800-6 FUNDACIÓN DE BENEFICENCIA HOGAR DE CRISTO",54,"Entre 51 y 100","Empresa",1995,5,5,27,"Entre 1991 a 2000","05"
"Valparaíso",5090001,"SINDICATO DE TRABAJADORES DE LA EMPRESA ALGAS MARINAS S.A. ""ALGAMAR"" NUMERO UNO","ACTIVO","223556 - 221829",34,1,1967-05-22,NA,"ICT LA CALERA (Antigua Limache)",": 93776000-0 ALGAS MARINAS S.A., ALGAMAR",35,"40 o menos","Empresa",1967,5,22,54,"Entre 1961 a 1970","05"
"Valparaíso",5090005,"SINDICATO DE TRABAJADORES GERARDO RIVERA ROJAS DE LA MINERA ANGLO AMERICAN SUR S.A.","ACTIVO","281120",261,11,1948-03-08,NA,"ICT LA CALERA (Antigua Limache)",": 77762940-9 ANGLO AMERICAN SUR S.A.",272,"Más de 200","Empresa",1948,3,8,74,"Entre 1900 a 1950","05"
"Valparaíso",5090010,"SINDICATO DE TRABAJADORES Nº2 EMPRESAS MELON S.A.","ACTIVO","222275 - 224569",43,8,1945-04-25,NA,"ICT LA CALERA (Antigua Limache)",": 76109779-2 MELÓN S.A.",51,"Entre 51 y 100","Empresa",1945,4,25,77,"Entre 1900 a 1950","05"
"Valparaíso",5090018,"SINDICATO DE TRABAJADORES Nº3 MINA Y PLANTA EL SOLDADO","ACTIVO","281120",259,19,1950-09-26,NA,"ICT LA CALERA (Antigua Limache)",": 77762940-9 ANGLO AMERICAN SUR S.A.",278,"Más de 200","Empresa",1950,9,26,71,"Entre 1900 a 1950","05"
"Valparaíso",5090022,"SINDICATO DE TRABAJADORES Nº 3 INGENIEROS, TECNICOS Y ADMINISTRATIVOS DE LA EMPRESA CEMENTO MELON S.A.","ACTIVO","294264 -",8,33,1970-09-28,NA,"ICT LA CALERA (Antigua Limache)",": 76109779-2 MELÓN S.A.: 93390000-2 LAFARGE CHILE S.A.",41,"Entre 41 y 50","Empresa",1970,9,28,51,"Entre 1961 a 1970","05"
"O'Higgins",6010014,"SINDICATO Nº1 DE TRABAJADORES DE EMPRESA NESTLE CHILE S.A., FABRICA GRANEROS.","ACTIVO","997002920-722474451",280,50,1929-10-15,"105000 ELABORACIÓN DE PRODUCTOS LÁCTEOS","IPT RANCAGUA",": 90703000-8 NESTLE CHILE S.A.",330,"Más de 200","Empresa",1929,10,15,92,"Entre 1900 a 1950","06"
"O'Higgins",6010018,"SINDICATO Nº2 DE TRABAJADORES DE LA EMPRESA NESTLE S.A, FABRICA GRANEROS","ACTIVO","471041",201,40,1961-07-25,"105000 ELABORACIÓN DE PRODUCTOS LÁCTEOS","IPT RANCAGUA",": 90703000-8 NESTLE CHILE S.A.",241,"Más de 200","Empresa",1961,7,25,60,"Entre 1961 a 1970","06"
"O'Higgins",6010029,"SINDICATO DE TRABAJADORES Nº5 DE LA EMPRESA CODELCO CHILE DIVISION EL TENIENTE","ACTIVO","230589",210,113,1925-08-01,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT RANCAGUA",": 61704000-K CODELCO",323,"Más de 200","Empresa",1925,8,1,96,"Entre 1900 a 1950","06"
"O'Higgins",6010030,"SINDICATO DE TRABAJADORES Nº7 DE LA EMPRESA CODELCO CHILE DIVISION EL TENIENTE.","ACTIVO","238539",1000,93,1940-10-03,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT RANCAGUA",": 61704000-K CODELCO",1093,"Más de 200","Empresa",1940,10,3,81,"Entre 1900 a 1950","06"
"Metropolitana",13072171,"SINDICATO DE TRABAJADORES DE LA EMPRESA COMPAÑIA GENERAL DE ELECTRICIDAD S.A.","ACTIVO",NA,68,19,1942-09-13,NA,"ICT STGO NORTE",": 76411321-7 CGE S.A.",87,"Entre 51 y 100","Empresa",1942,9,13,79,"Entre 1900 a 1950","13"
"O'Higgins",6010057,"SINDICATO Nº1 DE LA EMPRESA FUNDACION SALUD EL TENIENTE ""FUSAT""","ACTIVO","205224",154,200,1984-01-11,"266000 FABRICACIÓN DE EQUIPO DE IRRADIACIÓN Y EQUIPO ELECTRÓNICO DE USO MÉDICO Y TERAPÉUTICO","IPT RANCAGUA",": 70905700-6 FUNDACION DE SALUD EL TENIENTE",354,"Más de 200","Empresa",1984,1,11,38,"Entre 1981 a 1990","06"
"O'Higgins",6010074,"SINDICATO DE PROFESIONALES DE LA EMPRESA FUNDACION DE SALUD EL TENIENTE ""FUSAT""","ACTIVO","204100",38,110,1987-09-22,"942000 ACTIVIDADES DE SINDICATOS","IPT RANCAGUA",": 70905700-6 FUNDACION DE SALUD EL TENIENTE",148,"Entre 101 y 200","Empresa",1987,9,22,34,"Entre 1981 a 1990","06"
"O'Higgins",6010090,"SINDICATO DE TRABAJADORES DEL LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE DE RANCAGUA","ACTIVO","221023",47,19,1988-12-16,"853201 ENSEÑANZA SUPERIOR EN INSTITUTOS PROFESIONALES","IPT RANCAGUA",": 70912300-9 CORPORACION EDUCACIONAL DE LA CONSTRUCCION",66,"Entre 51 y 100","Empresa",1988,12,16,33,"Entre 1981 a 1990","06"
"O'Higgins",6010105,"SINDICATO DE TRABAJADORES SUPERVISORES ROL A DE LA CORPORACION NACIONAL DEL COBRE DE CHILE, DIVISION EL TENIENTE","ACTIVO","722214120",76,340,1989-10-26,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT RANCAGUA",": 61704000-K CODELCO",416,"Más de 200","Empresa",1989,10,26,32,"Entre 1981 a 1990","06"
"O'Higgins",6010117,"SINDICATO DE TRABAJADORES ESSBIO S.A. SEXTA REGION","ACTIVO","239203-413324",80,16,1990-06-06,"360000 CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA","IPT RANCAGUA",": 76833300-9 ESSBIO S.A.",96,"Entre 51 y 100","Empresa",1990,6,6,31,"Entre 1981 a 1990","06"
"O'Higgins",6010121,"SINDICATO DE TRABAJADORES DE EMPRESA CORPORACION NACIONAL FORESTAL SEXTA REGION.","ACTIVO","714347",11,47,1990-08-21,NA,"IPT RANCAGUA",": 6113000-4 CORPORACION NACIONAL FORESTAL",58,"Entre 51 y 100","Empresa",1990,8,21,31,"Entre 1981 a 1990","06"
"O'Higgins",6010131,"SINDICATO DE TRABAJADORES DE LA EMPRESA ""COMAFRI S.A.""","ACTIVO","252656",74,1,1991-08-09,"101019 EXPLOTACIÓN DE MATADEROS DE AVES Y DE OTROS TIPOS DE ANIMALES N.C.P.","IPT RANCAGUA",": 96569370-K COMAFRI S.A.",75,"Entre 51 y 100","Empresa",1991,8,9,30,"Entre 1991 a 2000","06"
"O'Higgins",6010134,"SINDICATO DE TRABAJADORES DE LA EMPRESA PARQUE JARDIN LAS FLORES S.A","ACTIVO","231166",22,2,1991-10-03,NA,"IPT RANCAGUA",": 94281000-0 INMOBILIARIA PARQUE JARDIN LAS FLORES S.A.",24,"40 o menos","Empresa",1991,10,3,30,"Entre 1991 a 2000","06"
"O'Higgins",6010145,"SINDICATO DE MEDICOS TRABAJADORES DE LA EMPRESA FUNDACION DE SALUD EL TENIENTE.","ACTIVO","225993",31,19,1992-03-24,"861020 ACTIVIDADES DE HOSPITALES Y CLÍNICAS PRIVADAS","IPT RANCAGUA",": 70905700-6 FUNDACION DE SALUD EL TENIENTE",50,"Entre 41 y 50","Empresa",1992,3,24,30,"Entre 1991 a 2000","06"
"O'Higgins",6010146,"SINDICATO DE TRABAJADORES CALETONES DE LA EMPRESA CODELCO CHILE, EL TENIENTE.","ACTIVO","230150-230059",320,7,1992-04-14,"40000 EXTRACCIÓN Y PROCESAMIENTO DE COBRE","IPT RANCAGUA",": 61704000-K CODELCO",327,"Más de 200","Empresa",1992,4,14,30,"Entre 1991 a 2000","06"
